timestamp_utc,device_id,plant_instance_id,species_id,soil_moisture,soil_moisture_raw,soil_temperature_c,air_temperature_c,air_humidity_pct,light_lux,is_watering_event,watering_amount_ml
2026-01-01T05:20:00+00:00,dev_1301,1,728,0.7208,687,22.06,24.48,37.6,0.0,0,0.0
2026-01-01T05:30:00+00:00,dev_1301,1,728,0.7174,690,22.12,24.55,38.1,0.0,0,0.0
2026-01-01T05:40:00+00:00,dev_1301,1,728,0.7277,695,22.13,24.62,36.6,0.0,0,0.0
2026-01-01T05:50:00+00:00,dev_1301,1,728,0.7215,678,22.13,24.67,38.7,0.0,0,0.0
2026-01-01T06:00:00+00:00,dev_1301,1,728,0.7295,684,22.17,24.69,37.3,0.0,0,0.0
2026-01-01T06:10:00+00:00,dev_1301,1,728,0.7263,690,22.22,24.75,37.6,0.0,0,0.0
2026-01-01T06:20:00+00:00,dev_1301,1,728,0.721,675,22.24,24.82,35.7,31.3,0,0.0
2026-01-01T06:30:00+00:00,dev_1301,1,728,0.7361,691,22.31,24.92,37.0,125.7,0,0.0
2026-01-01T06:40:00+00:00,dev_1301,1,728,0.7278,692,22.29,25.02,38.3,270.0,0,0.0
2026-01-01T06:50:00+00:00,dev_1301,1,728,0.7174,682,22.27,25.09,35.7,420.0,0,0.0
2026-01-01T07:00:00+00:00,dev_1301,1,728,0.7215,694,22.3,25.18,35.6,584.5,0,0.0
2026-01-01T07:10:00+00:00,dev_1301,1,728,0.7254,687,22.36,25.31,36.7,877.0,0,0.0
2026-01-01T07:20:00+00:00,dev_1301,1,728,0.7196,685,22.44,25.43,33.9,951.5,0,0.0
2026-01-01T07:30:00+00:00,dev_1301,1,728,0.7155,687,22.49,25.56,33.5,1326.6,0,0.0
2026-01-01T07:40:00+00:00,dev_1301,1,728,0.7212,688,22.58,25.7,35.2,1492.4,0,0.0
2026-01-01T07:50:00+00:00,dev_1301,1,728,0.7149,671,22.65,25.78,32.9,1819.4,0,0.0
2026-01-01T08:00:00+00:00,dev_1301,1,728,0.7084,676,22.69,25.89,34.8,1997.4,0,0.0
2026-01-01T08:10:00+00:00,dev_1301,1,728,0.7125,682,22.79,25.98,36.9,2295.6,0,0.0
2026-01-01T08:20:00+00:00,dev_1301,1,728,0.7136,681,22.86,26.08,33.5,2428.8,0,0.0
2026-01-01T08:30:00+00:00,dev_1301,1,728,0.7169,675,22.88,26.17,31.0,2801.0,0,0.0
2026-01-01T08:40:00+00:00,dev_1301,1,728,0.7066,676,22.95,26.25,31.6,2897.6,0,0.0
2026-01-01T08:50:00+00:00,dev_1301,1,728,0.7212,686,22.97,26.32,30.3,2811.5,0,0.0
2026-01-01T09:00:00+00:00,dev_1301,1,728,0.7154,669,23.06,26.34,35.0,2887.6,0,0.0
2026-01-01T09:10:00+00:00,dev_1301,1,728,0.7151,671,23.1,26.39,33.4,3643.6,0,0.0
2026-01-01T09:20:00+00:00,dev_1301,1,728,0.7071,684,23.1,26.41,33.2,3850.6,0,0.0
2026-01-01T09:30:00+00:00,dev_1301,1,728,0.7074,674,23.2,26.45,31.0,3602.5,0,0.0
2026-01-01T09:40:00+00:00,dev_1301,1,728,0.7084,675,23.26,26.46,34.7,4048.6,0,0.0
2026-01-01T09:50:00+00:00,dev_1301,1,728,0.7042,673,23.3,26.48,31.4,4278.8,0,0.0
2026-01-01T10:00:00+00:00,dev_1301,1,728,0.7037,670,23.35,26.5,30.3,3924.1,0,0.0
2026-01-01T10:10:00+00:00,dev_1301,1,728,0.7121,672,23.42,26.49,34.4,4363.5,0,0.0
2026-01-01T10:20:00+00:00,dev_1301,1,728,0.7053,677,23.47,26.47,33.0,4203.4,0,0.0
2026-01-01T10:30:00+00:00,dev_1301,1,728,0.7049,675,23.52,26.44,32.4,4008.5,0,0.0
2026-01-01T10:40:00+00:00,dev_1301,1,728,0.6983,675,23.6,26.39,32.0,4316.6,0,0.0
2026-01-01T10:50:00+00:00,dev_1301,1,728,0.7057,674,23.63,26.33,34.0,4195.6,0,0.0
2026-01-01T11:00:00+00:00,dev_1301,1,728,0.7028,674,23.67,26.25,30.7,3598.8,0,0.0
2026-01-01T11:10:00+00:00,dev_1301,1,728,0.7042,677,23.76,26.18,33.7,3554.8,0,0.0
2026-01-01T11:20:00+00:00,dev_1301,1,728,0.6894,672,23.78,26.1,35.2,3302.2,0,0.0
2026-01-01T11:30:00+00:00,dev_1301,1,728,0.6943,671,23.79,26.01,35.2,3745.5,0,0.0
2026-01-01T11:40:00+00:00,dev_1301,1,728,0.6957,674,23.83,25.88,29.8,2914.8,0,0.0
2026-01-01T11:50:00+00:00,dev_1301,1,728,0.6913,659,23.88,25.79,37.6,3297.7,0,0.0
2026-01-01T12:00:00+00:00,dev_1301,1,728,0.6946,677,23.88,25.66,36.1,2826.1,0,0.0
2026-01-01T12:10:00+00:00,dev_1301,1,728,0.6984,675,23.89,25.52,34.1,2638.7,0,0.0
2026-01-01T12:20:00+00:00,dev_1301,1,728,0.6913,658,23.89,25.38,34.6,2630.4,0,0.0
2026-01-01T12:30:00+00:00,dev_1301,1,728,0.6946,659,23.96,25.24,39.4,2357.3,0,0.0
2026-01-01T12:40:00+00:00,dev_1301,1,728,0.6841,667,24.01,25.1,40.1,1969.9,0,0.0
2026-01-01T12:50:00+00:00,dev_1301,1,728,0.6905,657,24.02,24.95,38.5,1586.7,0,0.0
2026-01-01T13:00:00+00:00,dev_1301,1,728,0.6959,666,24.06,24.79,42.2,1506.3,0,0.0
2026-01-01T13:10:00+00:00,dev_1301,1,728,0.6982,674,24.02,24.63,35.9,1273.6,0,0.0
2026-01-01T13:20:00+00:00,dev_1301,1,728,0.6913,667,23.99,24.51,34.7,1159.8,0,0.0
2026-01-01T13:30:00+00:00,dev_1301,1,728,0.6847,667,23.99,24.37,36.6,851.3,0,0.0
2026-01-01T13:40:00+00:00,dev_1301,1,728,0.6967,657,24.02,24.21,38.3,684.1,0,0.0
2026-01-01T13:50:00+00:00,dev_1301,1,728,0.6904,668,23.97,24.08,38.7,467.3,0,0.0
2026-01-01T14:00:00+00:00,dev_1301,1,728,0.6842,666,23.96,23.92,34.9,259.0,0,0.0
2026-01-01T14:10:00+00:00,dev_1301,1,728,0.6845,670,23.94,23.84,39.9,165.6,0,0.0
2026-01-01T14:20:00+00:00,dev_1301,1,728,0.6853,665,23.91,23.7,39.1,44.9,0,0.0
2026-01-01T14:30:00+00:00,dev_1301,1,728,0.6897,665,23.9,23.61,37.0,0.0,0,0.0
2026-01-01T14:40:00+00:00,dev_1301,1,728,0.6816,666,23.84,23.54,39.6,0.0,0,0.0
2026-01-01T14:50:00+00:00,dev_1301,1,728,0.6821,665,23.87,23.43,42.9,0.0,0,0.0
2026-01-01T15:00:00+00:00,dev_1301,1,728,0.6803,665,23.82,23.35,38.6,0.0,0,0.0
2026-01-01T15:10:00+00:00,dev_1301,1,728,0.6805,665,23.81,23.29,41.6,0.0,0,0.0
2026-01-01T15:20:00+00:00,dev_1301,1,728,0.6773,661,23.75,23.21,39.0,0.0,0,0.0
2026-01-01T15:30:00+00:00,dev_1301,1,728,0.6796,665,23.71,23.14,42.3,0.0,0,0.0
2026-01-01T15:40:00+00:00,dev_1301,1,728,0.6792,652,23.63,23.07,36.9,0.0,0,0.0
2026-01-01T15:50:00+00:00,dev_1301,1,728,0.6771,663,23.65,23.0,42.6,0.0,0,0.0
2026-01-01T16:00:00+00:00,dev_1301,1,728,0.6716,655,23.7,22.92,44.1,0.0,0,0.0
2026-01-01T16:10:00+00:00,dev_1301,1,728,0.667,659,23.67,22.84,41.6,0.0,0,0.0
2026-01-01T16:20:00+00:00,dev_1301,1,728,0.6704,655,23.65,22.77,40.3,0.0,0,0.0
2026-01-01T16:30:00+00:00,dev_1301,1,728,0.665,660,23.68,22.68,43.3,0.0,0,0.0
2026-01-01T16:40:00+00:00,dev_1301,1,728,0.6761,653,23.62,22.62,44.4,0.0,0,0.0
2026-01-01T16:50:00+00:00,dev_1301,1,728,0.6729,658,23.6,22.53,42.5,0.0,0,0.0
2026-01-01T17:00:00+00:00,dev_1301,1,728,0.6721,657,23.54,22.44,40.6,0.0,0,0.0
2026-01-01T17:10:00+00:00,dev_1301,1,728,0.6778,657,23.53,22.38,41.4,0.0,0,0.0
2026-01-01T17:20:00+00:00,dev_1301,1,728,0.6784,660,23.51,22.34,42.2,0.0,0,0.0
2026-01-01T17:30:00+00:00,dev_1301,1,728,0.6708,670,23.5,22.29,41.2,0.0,0,0.0
2026-01-01T17:40:00+00:00,dev_1301,1,728,0.6691,660,23.5,22.22,44.0,0.0,0,0.0
2026-01-01T17:50:00+00:00,dev_1301,1,728,0.6631,663,23.43,22.17,43.1,0.0,0,0.0
2026-01-01T18:00:00+00:00,dev_1301,1,728,0.6681,669,23.37,22.1,43.8,0.0,0,0.0
2026-01-01T18:10:00+00:00,dev_1301,1,728,0.6756,657,23.34,22.04,41.6,0.0,0,0.0
2026-01-01T18:20:00+00:00,dev_1301,1,728,0.668,652,23.31,21.99,43.7,0.0,0,0.0
2026-01-01T18:30:00+00:00,dev_1301,1,728,0.6616,668,23.27,21.89,43.2,0.0,0,0.0
2026-01-01T18:40:00+00:00,dev_1301,1,728,0.67,657,23.25,21.85,44.4,0.0,0,0.0
2026-01-01T18:50:00+00:00,dev_1301,1,728,0.6736,657,23.23,21.78,47.7,0.0,0,0.0
2026-01-01T19:00:00+00:00,dev_1301,1,728,0.6667,658,23.18,21.73,46.3,0.0,0,0.0
2026-01-01T19:10:00+00:00,dev_1301,1,728,0.666,660,23.13,21.66,45.3,0.0,0,0.0
2026-01-01T19:20:00+00:00,dev_1301,1,728,0.6654,653,23.08,21.59,46.7,0.0,0,0.0
2026-01-01T19:30:00+00:00,dev_1301,1,728,0.6625,657,23.0,21.54,41.6,0.0,0,0.0
2026-01-01T19:40:00+00:00,dev_1301,1,728,0.6675,659,22.99,21.53,41.9,0.0,0,0.0
2026-01-01T19:50:00+00:00,dev_1301,1,728,0.6636,659,23.0,21.54,44.8,0.0,0,0.0
2026-01-01T20:00:00+00:00,dev_1301,1,728,0.6607,664,22.96,21.51,46.3,0.0,0,0.0
2026-01-01T20:10:00+00:00,dev_1301,1,728,0.6684,658,22.97,21.52,42.9,0.0,0,0.0
2026-01-01T20:20:00+00:00,dev_1301,1,728,0.6662,661,22.98,21.5,45.9,0.0,0,0.0
2026-01-01T20:30:00+00:00,dev_1301,1,728,0.6615,652,22.91,21.45,43.4,0.0,0,0.0
2026-01-01T20:40:00+00:00,dev_1301,1,728,0.6627,654,22.86,21.44,43.6,0.0,0,0.0
2026-01-01T20:50:00+00:00,dev_1301,1,728,0.6604,656,22.81,21.44,46.0,0.0,0,0.0
2026-01-01T21:00:00+00:00,dev_1301,1,728,0.6625,643,22.8,21.44,46.9,0.0,0,0.0
2026-01-01T21:10:00+00:00,dev_1301,1,728,0.662,645,22.8,21.44,44.1,0.0,0,0.0
2026-01-01T21:20:00+00:00,dev_1301,1,728,0.6562,656,22.74,21.46,43.5,0.0,0,0.0
2026-01-01T21:30:00+00:00,dev_1301,1,728,0.6526,654,22.66,21.45,45.6,0.0,0,0.0
2026-01-01T21:40:00+00:00,dev_1301,1,728,0.6549,634,22.63,21.44,46.2,0.0,0,0.0
2026-01-01T21:50:00+00:00,dev_1301,1,728,0.6594,647,22.63,21.45,43.7,0.0,0,0.0
2026-01-01T22:00:00+00:00,dev_1301,1,728,0.664,655,22.61,21.47,43.3,0.0,0,0.0
2026-01-01T22:10:00+00:00,dev_1301,1,728,0.6585,650,22.57,21.49,45.2,0.0,0,0.0
2026-01-01T22:20:00+00:00,dev_1301,1,728,0.651,644,22.49,21.53,45.6,0.0,0,0.0
2026-01-01T22:30:00+00:00,dev_1301,1,728,0.6573,648,22.48,21.6,49.6,0.0,0,0.0
2026-01-01T22:40:00+00:00,dev_1301,1,728,0.658,649,22.44,21.62,40.9,0.0,0,0.0
2026-01-01T22:50:00+00:00,dev_1301,1,728,0.6455,645,22.42,21.68,44.9,0.0,0,0.0
2026-01-01T23:00:00+00:00,dev_1301,1,728,0.6581,649,22.39,21.74,47.9,0.0,0,0.0
2026-01-01T23:10:00+00:00,dev_1301,1,728,0.6471,639,22.36,21.79,41.4,0.0,0,0.0
2026-01-01T23:20:00+00:00,dev_1301,1,728,0.6524,648,22.31,21.86,45.4,0.0,0,0.0
2026-01-01T23:30:00+00:00,dev_1301,1,728,0.6458,640,22.29,21.9,40.9,0.0,0,0.0
2026-01-01T23:40:00+00:00,dev_1301,1,728,0.6529,653,22.29,21.97,43.3,0.0,0,0.0
2026-01-01T23:50:00+00:00,dev_1301,1,728,0.6494,645,22.32,22.07,43.5,0.0,0,0.0
2026-01-02T00:00:00+00:00,dev_1301,1,728,0.6511,659,22.3,22.14,40.3,0.0,0,0.0
2026-01-02T00:10:00+00:00,dev_1301,1,728,0.6378,643,22.25,22.19,44.8,0.0,0,0.0
2026-01-02T00:20:00+00:00,dev_1301,1,728,0.6476,639,22.3,22.26,41.8,0.0,0,0.0
2026-01-02T00:30:00+00:00,dev_1301,1,728,0.6471,648,22.32,22.35,43.8,0.0,0,0.0
2026-01-02T00:40:00+00:00,dev_1301,1,728,0.6554,641,22.29,22.43,42.0,0.0,0,0.0
2026-01-02T00:50:00+00:00,dev_1301,1,728,0.644,647,22.27,22.48,48.3,0.0,0,0.0
2026-01-02T01:00:00+00:00,dev_1301,1,728,0.6445,649,22.27,22.59,40.6,0.0,0,0.0
2026-01-02T01:10:00+00:00,dev_1301,1,728,0.6463,642,22.31,22.63,41.1,0.0,0,0.0
2026-01-02T01:20:00+00:00,dev_1301,1,728,0.6436,647,22.3,22.72,37.7,0.0,0,0.0
2026-01-02T01:30:00+00:00,dev_1301,1,728,0.6428,643,22.35,22.79,43.5,0.0,0,0.0
2026-01-02T01:40:00+00:00,dev_1301,1,728,0.6445,636,22.35,22.85,41.8,0.0,0,0.0
2026-01-02T01:50:00+00:00,dev_1301,1,728,0.6432,648,22.33,22.95,38.8,0.0,0,0.0
2026-01-02T02:00:00+00:00,dev_1301,1,728,0.6423,637,22.34,23.04,39.0,0.0,0,0.0
2026-01-02T02:10:00+00:00,dev_1301,1,728,0.6387,642,22.29,23.09,42.2,0.0,0,0.0
2026-01-02T02:20:00+00:00,dev_1301,1,728,0.6369,643,22.28,23.19,40.2,0.0,0,0.0
2026-01-02T02:30:00+00:00,dev_1301,1,728,0.6404,638,22.3,23.26,38.6,0.0,0,0.0
2026-01-02T02:40:00+00:00,dev_1301,1,728,0.6342,638,22.29,23.3,45.2,0.0,0,0.0
2026-01-02T02:50:00+00:00,dev_1301,1,728,0.6355,636,22.29,23.37,42.4,0.0,0,0.0
2026-01-02T03:00:00+00:00,dev_1301,1,728,0.6305,641,22.26,23.46,37.7,0.0,0,0.0
2026-01-02T03:10:00+00:00,dev_1301,1,728,0.6324,656,22.28,23.55,40.1,0.0,0,0.0
2026-01-02T03:20:00+00:00,dev_1301,1,728,0.6398,641,22.24,23.64,39.9,0.0,0,0.0
2026-01-02T03:30:00+00:00,dev_1301,1,728,0.6403,645,22.25,23.72,40.6,0.0,0,0.0
2026-01-02T03:40:00+00:00,dev_1301,1,728,0.6367,633,22.29,23.81,42.1,0.0,0,0.0
2026-01-02T03:50:00+00:00,dev_1301,1,728,0.6346,649,22.29,23.89,42.0,0.0,0,0.0
2026-01-02T04:00:00+00:00,dev_1301,1,728,0.6335,652,22.34,23.99,40.1,0.0,0,0.0
2026-01-02T04:10:00+00:00,dev_1301,1,728,0.6341,644,22.38,24.08,40.7,0.0,0,0.0
2026-01-02T04:20:00+00:00,dev_1301,1,728,0.6328,643,22.42,24.16,40.1,0.0,0,0.0
2026-01-02T04:30:00+00:00,dev_1301,1,728,0.6347,643,22.42,24.25,37.1,0.0,0,0.0
2026-01-02T04:40:00+00:00,dev_1301,1,728,0.6294,645,22.45,24.3,36.7,0.0,0,0.0
2026-01-02T04:50:00+00:00,dev_1301,1,728,0.6413,637,22.44,24.36,38.9,0.0,0,0.0
2026-01-02T05:00:00+00:00,dev_1301,1,728,0.625,638,22.45,24.46,41.7,0.0,0,0.0
2026-01-02T05:10:00+00:00,dev_1301,1,728,0.6313,640,22.46,24.54,38.3,0.0,0,0.0
2026-01-02T05:20:00+00:00,dev_1301,1,728,0.6252,632,22.51,24.6,35.1,0.0,0,0.0
2026-01-02T05:30:00+00:00,dev_1301,1,728,0.6275,637,22.59,24.68,38.4,0.0,0,0.0
2026-01-02T05:40:00+00:00,dev_1301,1,728,0.6267,631,22.58,24.73,36.9,0.0,0,0.0
2026-01-02T05:50:00+00:00,dev_1301,1,728,0.6281,641,22.66,24.8,31.9,0.0,0,0.0
2026-01-02T06:00:00+00:00,dev_1301,1,728,0.6299,640,22.62,24.84,37.6,0.0,0,0.0
2026-01-02T06:10:00+00:00,dev_1301,1,728,0.6275,642,22.59,24.91,34.7,0.0,0,0.0
2026-01-02T06:20:00+00:00,dev_1301,1,728,0.6378,637,22.68,24.94,37.7,59.6,0,0.0
2026-01-02T06:30:00+00:00,dev_1301,1,728,0.6228,633,22.75,25.04,38.7,244.6,0,0.0
2026-01-02T06:40:00+00:00,dev_1301,1,728,0.6347,644,22.79,25.12,36.2,456.1,0,0.0
2026-01-02T06:50:00+00:00,dev_1301,1,728,0.6312,638,22.83,25.18,35.2,641.4,0,0.0
2026-01-02T07:00:00+00:00,dev_1301,1,728,0.6257,635,22.87,25.27,35.8,921.5,0,0.0
2026-01-02T07:10:00+00:00,dev_1301,1,728,0.6165,638,22.84,25.36,37.9,1468.5,0,0.0
2026-01-02T07:20:00+00:00,dev_1301,1,728,0.6171,633,22.9,25.46,35.5,1849.0,0,0.0
2026-01-02T07:30:00+00:00,dev_1301,1,728,0.6131,637,22.93,25.54,34.8,2279.9,0,0.0
2026-01-02T07:40:00+00:00,dev_1301,1,728,0.6069,628,22.91,25.64,35.3,2186.3,0,0.0
2026-01-02T07:50:00+00:00,dev_1301,1,728,0.6177,638,22.97,25.81,31.1,2962.6,0,0.0
2026-01-02T08:00:00+00:00,dev_1301,1,728,0.6216,642,23.04,25.88,29.5,3248.2,0,0.0
2026-01-02T08:10:00+00:00,dev_1301,1,728,0.6154,634,23.13,25.98,36.7,3665.1,0,0.0
2026-01-02T08:20:00+00:00,dev_1301,1,728,0.6223,640,23.2,26.05,36.7,4012.1,0,0.0
2026-01-02T08:30:00+00:00,dev_1301,1,728,0.62,627,23.24,26.14,32.4,4677.6,0,0.0
2026-01-02T08:40:00+00:00,dev_1301,1,728,0.6114,644,23.31,26.17,35.3,4358.9,0,0.0
2026-01-02T08:50:00+00:00,dev_1301,1,728,0.6165,633,23.35,26.22,30.7,5598.7,0,0.0
2026-01-02T09:00:00+00:00,dev_1301,1,728,0.611,633,23.41,26.28,35.8,5512.5,0,0.0
2026-01-02T09:10:00+00:00,dev_1301,1,728,0.6105,637,23.51,26.33,34.2,5672.0,0,0.0
2026-01-02T09:20:00+00:00,dev_1301,1,728,0.614,633,23.55,26.41,31.4,5397.3,0,0.0
2026-01-02T09:30:00+00:00,dev_1301,1,728,0.6088,635,23.52,26.42,30.8,6833.4,0,0.0
2026-01-02T09:40:00+00:00,dev_1301,1,728,0.6139,629,23.55,26.45,30.3,6014.6,0,0.0
2026-01-02T09:50:00+00:00,dev_1301,1,728,0.609,628,23.55,26.51,29.8,6672.8,0,0.0
2026-01-02T10:00:00+00:00,dev_1301,1,728,0.6038,623,23.57,26.5,34.1,6916.2,0,0.0
2026-01-02T10:10:00+00:00,dev_1301,1,728,0.607,622,23.66,26.47,32.3,7807.5,0,0.0
2026-01-02T10:20:00+00:00,dev_1301,1,728,0.6129,645,23.71,26.44,34.3,7878.5,0,0.0
2026-01-02T10:30:00+00:00,dev_1301,1,728,0.6019,623,23.73,26.41,34.3,6941.8,0,0.0
2026-01-02T10:40:00+00:00,dev_1301,1,728,0.607,637,23.77,26.38,36.3,7741.4,0,0.0
2026-01-02T10:50:00+00:00,dev_1301,1,728,0.6069,637,23.84,26.33,33.2,7251.0,0,0.0
2026-01-02T11:00:00+00:00,dev_1301,1,728,0.6046,632,23.88,26.25,34.1,7130.0,0,0.0
2026-01-02T11:10:00+00:00,dev_1301,1,728,0.5969,620,23.96,26.17,34.3,6620.3,0,0.0
2026-01-02T11:20:00+00:00,dev_1301,1,728,0.6033,633,23.97,26.14,31.4,7123.2,0,0.0
2026-01-02T11:30:00+00:00,dev_1301,1,728,0.6145,615,24.0,26.07,31.8,6013.0,0,0.0
2026-01-02T11:40:00+00:00,dev_1301,1,728,0.6088,625,24.03,25.91,36.7,6097.9,0,0.0
2026-01-02T11:50:00+00:00,dev_1301,1,728,0.603,610,24.03,25.8,34.0,5935.2,0,0.0
2026-01-02T12:00:00+00:00,dev_1301,1,728,0.5991,621,24.06,25.66,36.6,5079.1,0,0.0
2026-01-02T12:10:00+00:00,dev_1301,1,728,0.6051,633,24.1,25.55,35.9,4742.5,0,0.0
2026-01-02T12:20:00+00:00,dev_1301,1,728,0.5994,620,24.15,25.41,36.2,4345.9,0,0.0
2026-01-02T12:30:00+00:00,dev_1301,1,728,0.5958,619,24.1,25.32,36.7,3845.4,0,0.0
2026-01-02T12:40:00+00:00,dev_1301,1,728,0.5873,618,24.11,25.2,35.3,3101.7,0,0.0
2026-01-02T12:50:00+00:00,dev_1301,1,728,0.6027,618,24.14,25.07,36.3,2753.7,0,0.0
2026-01-02T13:00:00+00:00,dev_1301,1,728,0.5954,622,24.18,24.94,37.9,2485.9,0,0.0
2026-01-02T13:10:00+00:00,dev_1301,1,728,0.5877,620,24.19,24.79,34.6,2408.6,0,0.0
2026-01-02T13:20:00+00:00,dev_1301,1,728,0.596,618,24.19,24.66,38.1,1715.3,0,0.0
2026-01-02T13:30:00+00:00,dev_1301,1,728,0.5948,627,24.16,24.54,39.3,1585.2,0,0.0
2026-01-02T13:40:00+00:00,dev_1301,1,728,0.6003,615,24.2,24.41,37.9,1121.4,0,0.0
2026-01-02T13:50:00+00:00,dev_1301,1,728,0.5925,615,24.19,24.27,39.1,744.2,0,0.0
2026-01-02T14:00:00+00:00,dev_1301,1,728,0.5926,616,24.22,24.17,38.9,505.7,0,0.0
2026-01-02T14:10:00+00:00,dev_1301,1,728,0.584,623,24.21,24.05,35.6,246.1,0,0.0
2026-01-02T14:20:00+00:00,dev_1301,1,728,0.589,612,24.2,23.94,38.4,79.8,0,0.0
2026-01-02T14:30:00+00:00,dev_1301,1,728,0.5819,621,24.16,23.83,40.1,0.0,0,0.0
2026-01-02T14:40:00+00:00,dev_1301,1,728,0.5907,628,24.1,23.73,39.0,0.0,0,0.0
2026-01-02T14:50:00+00:00,dev_1301,1,728,0.5906,623,24.08,23.64,41.5,0.0,0,0.0
2026-01-02T15:00:00+00:00,dev_1301,1,728,0.6005,631,24.06,23.5,42.7,0.0,0,0.0
2026-01-02T15:10:00+00:00,dev_1301,1,728,0.5896,616,24.07,23.43,38.8,0.0,0,0.0
2026-01-02T15:20:00+00:00,dev_1301,1,728,0.5827,618,24.0,23.36,38.8,0.0,0,0.0
2026-01-02T15:30:00+00:00,dev_1301,1,728,0.5928,607,23.94,23.27,37.3,0.0,0,0.0
2026-01-02T15:40:00+00:00,dev_1301,1,728,0.5844,607,23.94,23.21,42.4,0.0,0,0.0
2026-01-02T15:50:00+00:00,dev_1301,1,728,0.5797,614,23.89,23.14,37.5,0.0,0,0.0
2026-01-02T16:00:00+00:00,dev_1301,1,728,0.6497,646,23.82,23.07,41.8,0.0,1,71.9
2026-01-02T16:10:00+00:00,dev_1301,1,728,0.6512,644,23.73,22.94,45.3,0.0,0,0.0
2026-01-02T16:20:00+00:00,dev_1301,1,728,0.6506,654,23.67,22.85,41.3,0.0,0,0.0
2026-01-02T16:30:00+00:00,dev_1301,1,728,0.6584,659,23.66,22.79,41.3,0.0,0,0.0
2026-01-02T16:40:00+00:00,dev_1301,1,728,0.6429,644,23.65,22.74,40.2,0.0,0,0.0
